"","period","카테고리명","검색기기","년도","월","ratio"
"758","2018-04-01","화장품_미용","pc","2018","04",76.47612
"759","2018-05-01","화장품_미용","pc","2018","05",76.612285
"760","2018-06-01","화장품_미용","pc","2018","06",69.97987
"761","2018-07-01","화장품_미용","pc","2018","07",73.370315
"762","2018-08-01","화장품_미용","pc","2018","08",77.345965
"763","2018-09-01","화장품_미용","pc","2018","09",67.23617
"764","2018-10-01","화장품_미용","pc","2018","10",83.672995
"765","2018-11-01","화장품_미용","pc","2018","11",81.47249
"766","2018-12-01","화장품_미용","pc","2018","12",74.984415
"767","2019-01-01","화장품_미용","pc","2019","01",81.317305
"768","2019-02-01","화장품_미용","pc","2019","02",66.66939
"769","2019-03-01","화장품_미용","pc","2019","03",72.83435
"770","2019-04-01","화장품_미용","pc","2019","04",71.24762
"771","2019-05-01","화장품_미용","pc","2019","05",76.50599
"772","2019-06-01","화장품_미용","pc","2019","06",74.87622
"773","2019-07-01","화장품_미용","pc","2019","07",84.473895
"774","2019-08-01","화장품_미용","pc","2019","08",77.082495
"775","2019-09-01","화장품_미용","pc","2019","09",70.852635
"776","2019-10-01","화장품_미용","pc","2019","10",77.967825
"777","2019-11-01","화장품_미용","pc","2019","11",77.95664
"778","2019-12-01","화장품_미용","pc","2019","12",73.052025
"779","2020-01-01","화장품_미용","pc","2020","01",70.17577
"780","2020-02-01","화장품_미용","pc","2020","02",76.66815
"781","2020-03-01","화장품_미용","pc","2020","03",80.906225
"782","2020-04-01","화장품_미용","pc","2020","04",76.63449
"783","2020-05-01","화장품_미용","pc","2020","05",73.199725
"784","2020-06-01","화장품_미용","pc","2020","06",73.891735
"785","2020-07-01","화장품_미용","pc","2020","07",76.870675
"786","2020-08-01","화장품_미용","pc","2020","08",69.381675
"787","2020-09-01","화장품_미용","pc","2020","09",74.07593
"788","2020-10-01","화장품_미용","pc","2020","10",68.92515
"789","2020-11-01","화장품_미용","pc","2020","11",78.09375
"790","2020-12-01","화장품_미용","pc","2020","12",80.742345
